sep=;
32.03033,-81.08133;32.03033,-81.08133;32.03003,-81.08021;32.03127,-81.07979;32.03127,-81.07979;32.03132,-81.08002;32.03211,-81.07975;32.03358,-81.07925;32.03358,-81.07925;32.0339,-81.0805;32.03418,-81.08149;32.03418,-81.08149;32.03441,-81.08142;32.0347,-81.08131;32.0351,-81.08114;32.0351,-81.08114;32.03532,-81.08099;32.03551,-81.08084;32.03578,-81.08053;32.03578,-81.08053;32.0359,-81.08035;32.03601,-81.08012;32.03601,-81.08012;32.03609,-81.07992;32.03637,-81.07884;32.03645,-81.0786;32.03645,-81.0786;32.03665,-81.07807;32.03673,-81.07791;32.03682,-81.07786;32.03682,-81.07786;32.0369,-81.07772;32.03708,-81.0774;32.03708,-81.0774;32.03755,-81.07656;32.03813,-81.07555;32.03844,-81.075;32.03844,-81.075;32.03898,-81.07411;32.03941,-81.07337;32.03981,-81.07266;32.03981,-81.07266;32.0402,-81.07204;32.04043,-81.07174;32.04043,-81.07174;32.04075,-81.07139;32.04106,-81.0711;32.04148,-81.07079;32.04148,-81.07079;32.04218,-81.0704;32.04306,-81.06993;32.04306,-81.06993;32.04319,-81.06987;32.04376,-81.06962;32.04423,-81.06944;32.04423,-81.06944;32.04447,-81.06936;32.04518,-81.06917;32.04629,-81.06887;32.04629,-81.06887;32.04672,-81.06878;32.04726,-81.0687;32.04726,-81.0687;32.04771,-81.06867;32.04814,-81.06867;32.04862,-81.06869;32.04862,-81.06869;32.04924,-81.06878;32.04968,-81.06888;32.05042,-81.06912;32.05042,-81.06912;32.05078,-81.06927;32.05144,-81.06959;32.05144,-81.06959;32.05202,-81.06996;32.05243,-81.07026;32.05259,-81.07039;32.05259,-81.07039;32.05272,-81.0704;32.05322,-81.07077;32.05364,-81.07109;32.05364,-81.07109;32.05413,-81.07142;32.05482,-81.07185;32.05482,-81.07185;32.05503,-81.07193;32.05506,-81.07191;32.05523,-81.07196;32.05523,-81.07196;32.05534,-81.07191;32.0554,-81.07186;32.0554,-81.07186;32.05542,-81.0718;32.05544,-81.07164;32.05502,-81.07001;32.05502,-81.07001;32.05493,-81.06967;32.05489,-81.06939;32.05489,-81.06913;32.05489,-81.06913;32.05496,-81.06881;32.05507,-81.06848;32.05507,-81.06848;32.05522,-81.06803;32.05433,-81.06759;32.05337,-81.06711;32.05337,-81.06711;32.05374,-81.06611;32.05374,-81.06598;32.05372,-81.06569;32.05372,-81.06569;32.05369,-81.0654;32.05347,-81.06447;32.05347,-81.06447;32.05317,-81.06326;32.05368,-81.06308;32.05325,-81.06135;32.05325,-81.06135;32.0528,-81.05876;32.03033,-81.08133
32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03273,-81.05305;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03254,-81.05299;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03224,-81.05335;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03318,-81.05423;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03409,-81.05478;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03463,-81.05563;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03561,-81.05724;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03687,-81.05939;32.03273,-81.05305
32.04576,-81.06405;32.04576,-81.06405;32.04576,-81.06405;32.04576,-81.06405;32.04576,-81.06405;32.04576,-81.06405;32.04712,-81.0644;32.04712,-81.0644;32.04712,-81.0644;32.04712,-81.0644;32.04712,-81.0644;32.04784,-81.06462;32.04784,-81.06462;32.04784,-81.06462;32.04784,-81.06462;32.04784,-81.06462;32.04818,-81.06464;32.04818,-81.06464;32.04818,-81.06464;32.04818,-81.06464;32.04818,-81.06464;32.04869,-81.06476;32.04869,-81.06476;32.04869,-81.06476;32.04869,-81.06476;32.04869,-81.06476;32.04869,-81.06476;32.04892,-81.06482;32.04892,-81.06482;32.04892,-81.06482;32.04892,-81.06482;32.04892,-81.06482;32.04993,-81.06533;32.04993,-81.06533;32.04993,-81.06533;32.04993,-81.06533;32.04993,-81.06533;32.05009,-81.06543;32.05009,-81.06543;32.05009,-81.06543;32.05009,-81.06543;32.05009,-81.06543;32.05115,-81.06598;32.05115,-81.06598;32.05115,-81.06598;32.05115,-81.06598;32.05115,-81.06598;32.05337,-81.06711;32.05337,-81.06711;32.05337,-81.06711;32.05337,-81.06711;32.05337,-81.06711;32.05337,-81.06711;32.05522,-81.06803;32.05522,-81.06803;32.05522,-81.06803;32.05522,-81.06803;32.05522,-81.06803;32.0554,-81.06814;32.0554,-81.06814;32.0554,-81.06814;32.0554,-81.06814;32.0554,-81.06814;32.05553,-81.06868;32.05553,-81.06868;32.05553,-81.06868;32.05553,-81.06868;32.05553,-81.06868;32.05577,-81.06965;32.05577,-81.06965;32.05577,-81.06965;32.05577,-81.06965;32.05577,-81.06965;32.05577,-81.06965;32.05597,-81.07047;32.05597,-81.07047;32.05597,-81.07047;32.05597,-81.07047;32.05597,-81.07047;32.05703,-81.07457;32.05703,-81.07457;32.05703,-81.07457;32.05703,-81.07457;32.05703,-81.07457;32.05854,-81.08034;32.05854,-81.08034;32.05854,-81.08034;32.05854,-81.08034;32.05854,-81.08034;32.05886,-81.08157;32.05886,-81.08157;32.05886,-81.08157;32.05886,-81.08157;32.05886,-81.08157;32.05801,-81.08183;32.05801,-81.08183;32.05801,-81.08183;32.05801,-81.08183;32.05801,-81.08183;32.05801,-81.08183;32.0562,-81.08248;32.0562,-81.08248;32.0562,-81.08248;32.0562,-81.08248;32.0562,-81.08248;32.05517,-81.08284;32.05517,-81.08284;32.05517,-81.08284;32.05517,-81.08284;32.05517,-81.08284;32.05469,-81.08301;32.05469,-81.08301;32.05469,-81.08301;32.05469,-81.08301;32.05469,-81.08301;32.05455,-81.08249;32.05455,-81.08249;32.05455,-81.08249;32.05455,-81.08249;32.04576,-81.06405
32.02221,-81.07982;32.02221,-81.07982;32.02221,-81.07982;32.02212,-81.07969;32.02212,-81.07969;32.022,-81.07945;32.022,-81.07945;32.02185,-81.07891;32.02185,-81.07891;32.02185,-81.07891;32.02182,-81.0787;32.02182,-81.0787;32.02178,-81.07833;32.02178,-81.07833;32.02177,-81.07788;32.02177,-81.07788;32.02177,-81.07788;32.0218,-81.07743;32.0218,-81.07743;32.02187,-81.07698;32.02187,-81.07698;32.0221,-81.07618;32.0221,-81.07618;32.0221,-81.07618;32.02221,-81.0759;32.02221,-81.0759;32.02237,-81.07555;32.02237,-81.07555;32.02249,-81.07536;32.02249,-81.07536;32.02257,-81.07529;32.02257,-81.07529;32.02257,-81.07529;32.02242,-81.07503;32.02242,-81.07503;32.02207,-81.07468;32.02207,-81.07468;32.02188,-81.0744;32.02188,-81.0744;32.02188,-81.0744;32.0216,-81.0739;32.0216,-81.0739;32.02382,-81.0727;32.02382,-81.0727;32.02547,-81.0718;32.02547,-81.0718;32.02547,-81.0718;32.02762,-81.07061;32.02762,-81.07061;32.02908,-81.06983;32.02908,-81.06983;32.02981,-81.06944;32.02981,-81.06944;32.02981,-81.06944;32.03045,-81.06911;32.03045,-81.06911;32.03067,-81.06903;32.03067,-81.06903;32.03124,-81.06885;32.03124,-81.06885;32.03273,-81.06841;32.03273,-81.06841;32.03273,-81.06841;32.03378,-81.06805;32.03378,-81.06805;32.03395,-81.06799;32.03395,-81.06799;32.03414,-81.06791;32.03414,-81.06791;32.03414,-81.06791;32.03389,-81.06721;32.03389,-81.06721;32.03321,-81.06524;32.03321,-81.06524;32.03239,-81.06289;32.03239,-81.06289;32.03239,-81.06289;32.03167,-81.06083;32.03167,-81.06083;32.03089,-81.05855;32.03089,-81.05855;32.03052,-81.05744;32.03052,-81.05744;32.03052,-81.05744;32.0313,-81.05737;32.0313,-81.05737;32.03235,-81.05727;32.03235,-81.05727;32.03345,-81.05718;32.03345,-81.05718;32.03345,-81.05718;32.03411,-81.05669;32.03411,-81.05669;32.03487,-81.05608;32.03487,-81.05608;32.03579,-81.05535;32.03579,-81.05535;32.03588,-81.05527;32.03588,-81.05527;32.03588,-81.05527;32.0365,-81.05629;32.0365,-81.05629;32.03669,-81.05663;32.03669,-81.05663;32.03749,-81.05794;32.03749,-81.05794;32.03749,-81.05794;32.03855,-81.0597;32.03855,-81.0597;32.03868,-81.05992;32.03868,-81.05992;32.03879,-81.05983;32.03879,-81.05983;32.03879,-81.05983;32.03887,-81.05976;32.03887,-81.05976;32.0391,-81.05956;32.0391,-81.05956;32.03927,-81.05936;32.02221,-81.07982
32.02177,-81.0685;32.02177,-81.0685;32.02177,-81.0685;32.02176,-81.06847;32.02176,-81.06847;32.02176,-81.06847;32.02239,-81.06868;32.02239,-81.06868;32.0243,-81.06938;32.0243,-81.06938;32.0243,-81.06938;32.02713,-81.07043;32.02713,-81.07043;32.02713,-81.07043;32.02762,-81.07061;32.02762,-81.07061;32.02809,-81.07086;32.02809,-81.07086;32.02809,-81.07086;32.02818,-81.0709;32.02818,-81.0709;32.02818,-81.0709;32.0284,-81.07102;32.0284,-81.07102;32.03067,-81.07219;32.03067,-81.07219;32.03067,-81.07219;32.03128,-81.07251;32.03128,-81.07251;32.03128,-81.07251;32.0315,-81.07263;32.0315,-81.07263;32.03163,-81.07251;32.03163,-81.07251;32.03163,-81.07251;32.03168,-81.07248;32.03168,-81.07248;32.03168,-81.07248;32.03182,-81.07243;32.03182,-81.07243;32.03323,-81.07195;32.03323,-81.07195;32.03323,-81.07195;32.03428,-81.07159;32.03428,-81.07159;32.03428,-81.07159;32.0345,-81.07187;32.0345,-81.07187;32.03519,-81.07255;32.03519,-81.07255;32.03519,-81.07255;32.03598,-81.07335;32.03598,-81.07335;32.03598,-81.07335;32.03615,-81.07359;32.03615,-81.07359;32.03626,-81.07378;32.03626,-81.07378;32.03626,-81.07378;32.03668,-81.07485;32.03668,-81.07485;32.03668,-81.07485;32.0368,-81.07515;32.0368,-81.07515;32.037,-81.07558;32.037,-81.07558;32.037,-81.07558;32.03716,-81.07588;32.03716,-81.07588;32.03716,-81.07588;32.03737,-81.07623;32.03737,-81.07623;32.03759,-81.07655;32.03759,-81.07655;32.03759,-81.07655;32.03781,-81.07687;32.03781,-81.07687;32.03781,-81.07687;32.03815,-81.07737;32.03815,-81.07737;32.0385,-81.07791;32.0385,-81.07791;32.0385,-81.07791;32.03865,-81.07825;32.03865,-81.07825;32.03865,-81.07825;32.03883,-81.07889;32.03883,-81.07889;32.03892,-81.07925;32.03892,-81.07925;32.03892,-81.07925;32.0397,-81.07896;32.0397,-81.07896;32.0397,-81.07896;32.04063,-81.07859;32.04063,-81.07859;32.04171,-81.07817;32.04171,-81.07817;32.04171,-81.07817;32.04298,-81.07771;32.04298,-81.07771;32.04298,-81.07771;32.0441,-81.07732;32.0441,-81.07732;32.04552,-81.07675;32.04552,-81.07675;32.04552,-81.07675;32.04617,-81.07652;32.04617,-81.07652;32.04617,-81.07652;32.04732,-81.07612;32.04732,-81.07612;32.04804,-81.07586;32.04804,-81.07586;32.04804,-81.07586;32.04874,-81.07562;32.04874,-81.07562;32.04874,-81.07562;32.0489,-81.07621;32.02177,-81.0685
32.03537,-81.05442;32.03537,-81.05442;32.03537,-81.05442;32.03537,-81.05442;32.03588,-81.05527;32.03588,-81.05527;32.03588,-81.05527;32.03588,-81.05527;32.03558,-81.05552;32.03558,-81.05552;32.03558,-81.05552;32.03421,-81.05661;32.03421,-81.05661;32.03421,-81.05661;32.03421,-81.05661;32.03345,-81.05718;32.03345,-81.05718;32.03345,-81.05718;32.03345,-81.05718;32.03197,-81.05731;32.03197,-81.05731;32.03197,-81.05731;32.03052,-81.05744;32.03052,-81.05744;32.03052,-81.05744;32.03052,-81.05744;32.03102,-81.05891;32.03102,-81.05891;32.03102,-81.05891;32.03102,-81.05891;32.03182,-81.06128;32.03182,-81.06128;32.03182,-81.06128;32.03274,-81.06392;32.03274,-81.06392;32.03274,-81.06392;32.03274,-81.06392;32.03414,-81.06791;32.03414,-81.06791;32.03414,-81.06791;32.03361,-81.06811;32.03361,-81.06811;32.03361,-81.06811;32.03361,-81.06811;32.03304,-81.06831;32.03304,-81.06831;32.03304,-81.06831;32.03304,-81.06831;32.03194,-81.06864;32.03194,-81.06864;32.03194,-81.06864;32.03086,-81.06896;32.03086,-81.06896;32.03086,-81.06896;32.03086,-81.06896;32.03045,-81.06911;32.03045,-81.06911;32.03045,-81.06911;32.03045,-81.06911;32.0297,-81.0695;32.0297,-81.0695;32.0297,-81.0695;32.02979,-81.06989;32.02979,-81.06989;32.02979,-81.06989;32.02979,-81.06989;32.02993,-81.0705;32.02993,-81.0705;32.02993,-81.0705;32.02993,-81.0705;32.02955,-81.07062;32.02955,-81.07062;32.02955,-81.07062;32.02936,-81.0707;32.02936,-81.0707;32.02936,-81.0707;32.02936,-81.0707;32.02928,-81.07078;32.02928,-81.07078;32.02928,-81.07078;32.02928,-81.07078;32.02898,-81.07157;32.02898,-81.07157;32.02898,-81.07157;32.02896,-81.07173;32.02896,-81.07173;32.02896,-81.07173;32.02896,-81.07173;32.02896,-81.0718;32.02896,-81.0718;32.02896,-81.0718;32.02954,-81.07411;32.02954,-81.07411;32.02954,-81.07411;32.02954,-81.07411;32.02976,-81.07502;32.02976,-81.07502;32.02976,-81.07502;32.02976,-81.07502;32.0292,-81.07522;32.0292,-81.07522;32.0292,-81.07522;32.02945,-81.07617;32.02945,-81.07617;32.02945,-81.07617;32.02945,-81.07617;32.02948,-81.07633;32.02948,-81.07633;32.02948,-81.07633;32.02948,-81.07633;32.02948,-81.07642;32.02948,-81.07642;32.02948,-81.07642;32.02902,-81.0772;32.02902,-81.0772;32.02902,-81.0772;32.02902,-81.0772;32.02819,-81.07853;32.02819,-81.07853;32.03537,-81.05442
32.05914,-81.06041;32.05914,-81.06041;32.05914,-81.06041;32.05914,-81.06041;32.059,-81.05989;32.059,-81.05989;32.059,-81.05989;32.05929,-81.05986;32.05929,-81.05986;32.05929,-81.05986;32.05943,-81.06047;32.05943,-81.06047;32.05943,-81.06047;32.05957,-81.06103;32.05957,-81.06103;32.05957,-81.06103;32.05775,-81.06171;32.05775,-81.06171;32.05775,-81.06171;32.05724,-81.06188;32.05724,-81.06188;32.05724,-81.06188;32.05724,-81.06188;32.05622,-81.06222;32.05622,-81.06222;32.05622,-81.06222;32.05496,-81.06265;32.05496,-81.06265;32.05496,-81.06265;32.05235,-81.06353;32.05235,-81.06353;32.05235,-81.06353;32.04955,-81.06449;32.04955,-81.06449;32.04955,-81.06449;32.0491,-81.06464;32.0491,-81.06464;32.0491,-81.06464;32.04892,-81.06482;32.04892,-81.06482;32.04892,-81.06482;32.04892,-81.06482;32.04887,-81.06488;32.04887,-81.06488;32.04887,-81.06488;32.04863,-81.06481;32.04863,-81.06481;32.04863,-81.06481;32.04821,-81.06472;32.04821,-81.06472;32.04821,-81.06472;32.04793,-81.06466;32.04793,-81.06466;32.04793,-81.06466;32.04712,-81.0644;32.04712,-81.0644;32.04712,-81.0644;32.04661,-81.06426;32.04661,-81.06426;32.04661,-81.06426;32.04661,-81.06426;32.04532,-81.06395;32.04532,-81.06395;32.04532,-81.06395;32.04368,-81.06351;32.04368,-81.06351;32.04368,-81.06351;32.04309,-81.06336;32.04309,-81.06336;32.04309,-81.06336;32.04278,-81.06335;32.04278,-81.06335;32.04278,-81.06335;32.04263,-81.06338;32.04263,-81.06338;32.04263,-81.06338;32.04234,-81.06349;32.04234,-81.06349;32.04234,-81.06349;32.04124,-81.06413;32.04124,-81.06413;32.04124,-81.06413;32.04124,-81.06413;32.04113,-81.06421;32.04113,-81.06421;32.04113,-81.06421;32.04083,-81.0637;32.04083,-81.0637;32.04083,-81.0637;32.04027,-81.06277;32.04027,-81.06277;32.04027,-81.06277;32.03965,-81.06174;32.03965,-81.06174;32.03965,-81.06174;32.03821,-81.05936;32.03821,-81.05936;32.03821,-81.05936;32.03579,-81.05535;32.03579,-81.05535;32.03579,-81.05535;32.03579,-81.05535;32.03452,-81.05324;32.03452,-81.05324;32.03452,-81.05324;32.03444,-81.05324;32.03444,-81.05324;32.03444,-81.05324;32.03423,-81.05339;32.03423,-81.05339;32.03423,-81.05339;32.03356,-81.05392;32.03356,-81.05392;32.03356,-81.05392;32.03288,-81.05447;32.03288,-81.05447;32.03288,-81.05447;32.03267,-81.05464;32.03267,-81.05464;32.05914,-81.06041
32.04542,-81.07298;32.04542,-81.07298;32.045,-81.07313;32.0449,-81.07318;32.0449,-81.07318;32.04506,-81.07374;32.04506,-81.07374;32.0453,-81.07457;32.04565,-81.07585;32.04578,-81.07632;32.04578,-81.07632;32.04586,-81.0764;32.04594,-81.07646;32.04594,-81.07646;32.04607,-81.07655;32.04607,-81.07655;32.0478,-81.07595;32.04963,-81.07531;32.04963,-81.07531;32.05104,-81.07483;32.0536,-81.07395;32.0536,-81.07395;32.05504,-81.07348;32.05532,-81.07335;32.05532,-81.07335;32.05581,-81.07324;32.05566,-81.0726;32.05566,-81.0726;32.05562,-81.07241;32.05553,-81.07202;32.0564,-81.07211;32.0564,-81.07211;32.0568,-81.07211;32.05693,-81.07209;32.05693,-81.07209;32.0573,-81.07196;32.05823,-81.07161;32.05823,-81.07161;32.05918,-81.07125;32.05951,-81.07116;32.05951,-81.07116;32.05988,-81.07106;32.06004,-81.07103;32.06004,-81.07103;32.06096,-81.07092;32.06087,-81.07054;32.06087,-81.07054;32.06082,-81.07039;32.06072,-81.07022;32.06072,-81.07022;32.06052,-81.07;32.06037,-81.0698;32.06037,-81.0698;32.06032,-81.06969;32.06025,-81.06945;32.06025,-81.06945;32.06016,-81.06906;32.05989,-81.06834;32.05989,-81.06834;32.05953,-81.06733;32.05953,-81.06733;32.06076,-81.06669;32.06227,-81.06591;32.06227,-81.06591;32.06393,-81.06508;32.06429,-81.06479;32.06429,-81.06479;32.06514,-81.06392;32.06625,-81.06269;32.06625,-81.06269;32.06819,-81.06081;32.06846,-81.06055;32.06846,-81.06055;32.06923,-81.05976;32.06957,-81.05954;32.06957,-81.05954;32.07,-81.05936;32.07032,-81.05926;32.07032,-81.05926;32.06989,-81.05726;32.0695,-81.05577;32.0695,-81.05577;32.06842,-81.05168;32.06704,-81.04649;32.06704,-81.04649;32.06647,-81.04434;32.06631,-81.04374;32.06631,-81.04374;32.06588,-81.0419;32.06574,-81.04126;32.06574,-81.04126;32.06564,-81.04075;32.06515,-81.04089;32.06515,-81.04089;32.0644,-81.04104;32.06429,-81.04104;32.06429,-81.04104;32.06417,-81.04097;32.06314,-81.04032;32.06314,-81.04032;32.06291,-81.0403;32.06279,-81.04033;32.06279,-81.04033;32.06241,-81.04043;32.06205,-81.04049;32.06205,-81.04049;32.06112,-81.04035;32.06093,-81.04036;32.06093,-81.04036;32.06049,-81.04045;32.06036,-81.0405;32.06036,-81.0405;32.06019,-81.0406;32.06001,-81.04073;32.06001,-81.04073;32.05992,-81.04089;32.0598,-81.0408;32.05972,-81.04062;32.05972,-81.04062;32.04542,-81.07298
32.02718,-81.07849;32.02718,-81.07849;32.02718,-81.07849;32.02718,-81.07849;32.02718,-81.07849;32.02709,-81.07863;32.02709,-81.07863;32.02709,-81.07863;32.02709,-81.07863;32.02709,-81.07863;32.02709,-81.07863;32.02706,-81.07874;32.02706,-81.07874;32.02706,-81.07874;32.02706,-81.07874;32.02722,-81.07949;32.02722,-81.07949;32.02722,-81.07949;32.02722,-81.07949;32.02722,-81.07949;32.02743,-81.0803;32.02743,-81.0803;32.02743,-81.0803;32.02743,-81.0803;32.02743,-81.0803;32.02748,-81.08052;32.02748,-81.08052;32.02748,-81.08052;32.02748,-81.08052;32.02748,-81.08052;32.02762,-81.0811;32.02762,-81.0811;32.02762,-81.0811;32.02762,-81.0811;32.02762,-81.0811;32.02831,-81.08084;32.02831,-81.08084;32.02831,-81.08084;32.02831,-81.08084;32.02831,-81.08084;32.03003,-81.08021;32.03003,-81.08021;32.03003,-81.08021;32.03003,-81.08021;32.03003,-81.08021;32.03127,-81.07979;32.03127,-81.07979;32.03127,-81.07979;32.03127,-81.07979;32.03127,-81.07979;32.03127,-81.07979;32.03132,-81.08002;32.03132,-81.08002;32.03132,-81.08002;32.03132,-81.08002;32.03132,-81.08002;32.03283,-81.07951;32.03283,-81.07951;32.03283,-81.07951;32.03283,-81.07951;32.03283,-81.07951;32.03358,-81.07925;32.03358,-81.07925;32.03358,-81.07925;32.03358,-81.07925;32.03358,-81.07925;32.03388,-81.08046;32.03388,-81.08046;32.03388,-81.08046;32.03388,-81.08046;32.03388,-81.08046;32.03393,-81.08061;32.03393,-81.08061;32.03393,-81.08061;32.03393,-81.08061;32.03393,-81.08061;32.03414,-81.08134;32.03414,-81.08134;32.03414,-81.08134;32.03414,-81.08134;32.03414,-81.08134;32.0342,-81.08157;32.0342,-81.08157;32.0342,-81.08157;32.0342,-81.08157;32.0342,-81.08157;32.03419,-81.08172;32.03419,-81.08172;32.03419,-81.08172;32.03419,-81.08172;32.03419,-81.08172;32.03458,-81.08328;32.03458,-81.08328;32.03458,-81.08328;32.03458,-81.08328;32.03458,-81.08328;32.03501,-81.08486;32.03501,-81.08486;32.03501,-81.08486;32.03501,-81.08486;32.03501,-81.08486;32.03528,-81.08603;32.03528,-81.08603;32.03528,-81.08603;32.03528,-81.08603;32.03528,-81.08603;32.03667,-81.08557;32.03667,-81.08557;32.03667,-81.08557;32.03667,-81.08557;32.03667,-81.08557;32.03812,-81.08504;32.03812,-81.08504;32.03812,-81.08504;32.03812,-81.08504;32.03812,-81.08504;32.03745,-81.08274;32.03745,-81.08274;32.03745,-81.08274;32.02718,-81.07849
32.02614,-81.07527;32.02614,-81.07527;32.02614,-81.07527;32.02573,-81.07542;32.02573,-81.07542;32.02573,-81.07542;32.02565,-81.07543;32.02565,-81.07543;32.02565,-81.07543;32.02552,-81.0754;32.02552,-81.0754;32.02552,-81.0754;32.02547,-81.07534;32.02547,-81.07534;32.02547,-81.07534;32.02543,-81.07527;32.02543,-81.07527;32.02543,-81.07527;32.02527,-81.07462;32.02527,-81.07462;32.02527,-81.07462;32.02474,-81.07253;32.02474,-81.07253;32.02466,-81.07224;32.02466,-81.07224;32.02466,-81.07224;32.02518,-81.07197;32.02518,-81.07197;32.02518,-81.07197;32.02704,-81.07093;32.02704,-81.07093;32.02704,-81.07093;32.02733,-81.07078;32.02733,-81.07078;32.02733,-81.07078;32.02825,-81.07027;32.02825,-81.07027;32.02825,-81.07027;32.02906,-81.06985;32.02906,-81.06985;32.02906,-81.06985;32.03045,-81.06911;32.03045,-81.06911;32.03086,-81.06896;32.03086,-81.06896;32.03086,-81.06896;32.03194,-81.06864;32.03194,-81.06864;32.03194,-81.06864;32.03304,-81.06831;32.03304,-81.06831;32.03304,-81.06831;32.0337,-81.07012;32.0337,-81.07012;32.0337,-81.07012;32.03416,-81.07135;32.03416,-81.07135;32.03416,-81.07135;32.03428,-81.07159;32.03428,-81.07159;32.0345,-81.07187;32.0345,-81.07187;32.0345,-81.07187;32.03519,-81.07255;32.03519,-81.07255;32.03519,-81.07255;32.03598,-81.07335;32.03598,-81.07335;32.03598,-81.07335;32.03615,-81.07359;32.03615,-81.07359;32.03615,-81.07359;32.03631,-81.0739;32.03631,-81.0739;32.03631,-81.0739;32.0368,-81.07515;32.0368,-81.07515;32.0368,-81.07515;32.037,-81.07558;32.037,-81.07558;32.03716,-81.07588;32.03716,-81.07588;32.03716,-81.07588;32.03737,-81.07623;32.03737,-81.07623;32.03737,-81.07623;32.03759,-81.07655;32.03759,-81.07655;32.03759,-81.07655;32.03781,-81.07687;32.03781,-81.07687;32.03781,-81.07687;32.03837,-81.07768;32.03837,-81.07768;32.03837,-81.07768;32.03859,-81.07808;32.03859,-81.07808;32.03859,-81.07808;32.03876,-81.07863;32.03876,-81.07863;32.03892,-81.07925;32.03892,-81.07925;32.03892,-81.07925;32.03916,-81.08002;32.03916,-81.08002;32.03916,-81.08002;32.03941,-81.08088;32.03941,-81.08088;32.03941,-81.08088;32.03867,-81.08116;32.03867,-81.08116;32.03867,-81.08116;32.03791,-81.08143;32.03791,-81.08143;32.03791,-81.08143;32.03716,-81.08172;32.03716,-81.08172;32.03716,-81.08172;32.03706,-81.08138;32.02614,-81.07527
