sep=;
3808 South Smiley Circle,  Montgomery AL, 36108;343 Daman Drive,  Montgomery AL, 36108;32.33193, -86.35071; 32.33193, -86.35071; 32.3322, -86.35205; 32.332240000000006, -86.35228000000001; 32.332100000000004, -86.35229000000001; 32.332100000000004, -86.35229000000001; 32.330850000000005, -86.35227; 32.3308, -86.35229000000001; 32.33077, -86.35238000000001; 32.33097, -86.35337000000001; 32.33097, -86.35337000000001; 32.33127, -86.35470000000001; 32.331500000000005, -86.35560000000001; 32.33165, -86.35611; 32.331390000000006, -86.35622000000001; 32.331390000000006, -86.35622000000001; 32.331070000000004, -86.35512000000001; 32.330870000000004, -86.35434000000001; 32.330580000000005, -86.35302; 32.330580000000005, -86.35302; 32.33017, -86.35102; 32.32976, -86.34895; 32.329, -86.3452; 32.32891, -86.34473000000001; 32.32891, -86.34473000000001; 32.328790000000005, -86.34463000000001; 32.328590000000005, -86.34449000000001; 32.32838, -86.34443; 32.32797, -86.34461; 32.32797, -86.34461; 32.32768, -86.34475; 32.32719, -86.34502; 32.326170000000005, -86.34568; 32.326170000000005, -86.34568; 32.324780000000004, -86.34662; 32.32331, -86.34760000000001; 32.32284, -86.34790000000001; 32.3222, -86.34825000000001; 32.3222, -86.34825000000001; 32.32162, -86.3485; 32.3204, -86.34887; 32.318310000000004, -86.34957000000001; 32.317780000000006, -86.34972; 32.317780000000006, -86.34972; 32.3168, -86.34993; 32.31636, -86.35001000000001; 32.315720000000006, -86.35012; 32.3153, -86.35016; 32.3153, -86.35016; 32.314820000000005, -86.35015000000001; 32.31412, -86.35006000000001; 32.313520000000004, -86.34998; 32.313520000000004, -86.34998; 32.313190000000006, -86.34996000000001; 32.31261, -86.34993; 32.312360000000005, -86.34993; 32.312250000000006, -86.34986; 32.312250000000006, -86.34986; 32.31176, -86.34984; 32.31105, -86.34983000000001; 32.30995, -86.34983000000001; 32.30857, -86.34981; 32.30857, -86.34981; 32.30774, -86.34979000000001; 32.30686, -86.34979000000001; 32.304970000000004, -86.34976; 32.304970000000004, -86.34976; 32.30241, -86.34974000000001; 32.30111, -86.34973000000001; 32.300380000000004, -86.34973000000001; 32.30039, -86.34935; 32.30039, -86.34935; 32.30041, -86.34859; 32.30042, -86.34799000000001; 32.300430000000006, -86.34570000000001; 32.30044, -86.34472000000001; 32.30044, -86.34472000000001; 32.29961, -86.34471; 32.29963, -86.34278; 32.33193, -86.35071
2246 West Fairview Avenue,  Montgomery AL, 36108;5461 West Shades Valley Drive,  Montgomery AL, 36108;32.351310000000005, -86.33237000000001; 32.351310000000005, -86.33237000000001; 32.351290000000006, -86.33431; 32.351220000000005, -86.33589; 32.35117, -86.33632; 32.35096, -86.33699; 32.35083, -86.33721000000001; 32.35054, -86.33763; 32.35054, -86.33763; 32.35009, -86.33797000000001; 32.34991, -86.33806000000001; 32.349650000000004, -86.33817; 32.34866, -86.33849000000001; 32.347950000000004, -86.3387; 32.34655, -86.33916; 32.34655, -86.33916; 32.34552, -86.3395; 32.34498, -86.33967000000001; 32.344640000000005, -86.33975000000001; 32.34386, -86.33986; 32.34308, -86.3399; 32.34219, -86.33995; 32.34219, -86.33995; 32.34179, -86.33998000000001; 32.340900000000005, -86.34006000000001; 32.34037, -86.34016000000001; 32.33983, -86.34031; 32.334610000000005, -86.34213000000001; 32.33075, -86.34351000000001; 32.33024, -86.34369000000001; 32.33024, -86.34369000000001; 32.330090000000006, -86.34382000000001; 32.329530000000005, -86.34399; 32.32893, -86.34421; 32.328320000000005, -86.34446000000001; 32.32777, -86.3447; 32.32746, -86.34486000000001; 32.32746, -86.34486000000001; 32.32661, -86.34540000000001; 32.325030000000005, -86.34645; 32.32348, -86.34748; 32.322500000000005, -86.3481; 32.32179, -86.34844000000001; 32.32079, -86.34875000000001; 32.32079, -86.34875000000001; 32.31855, -86.34949; 32.31747, -86.34979000000001; 32.315920000000006, -86.35010000000001; 32.3153, -86.35016; 32.314510000000006, -86.35012; 32.313810000000004, -86.35000000000001; 32.313810000000004, -86.35000000000001; 32.31345, -86.34997000000001; 32.312360000000005, -86.34993; 32.312250000000006, -86.34986; 32.311980000000005, -86.34985; 32.31134, -86.34983000000001; 32.31027, -86.34982000000001; 32.3087, -86.34981; 32.3087, -86.34981; 32.30796, -86.34979000000001; 32.306940000000004, -86.34979000000001; 32.305400000000006, -86.34976; 32.30313, -86.34974000000001; 32.301320000000004, -86.34972; 32.300380000000004, -86.34973000000001; 32.300380000000004, -86.34973000000001; 32.30042, -86.34844000000001; 32.300430000000006, -86.34603000000001; 32.30044, -86.34472000000001; 32.29887, -86.3447; 32.29833, -86.34468000000001; 32.29804, -86.34462; 32.29804, -86.34462; 32.29762, -86.34446000000001; 32.297180000000004, -86.3442; 32.296870000000006, -86.34394; 32.29657, -86.34358; 32.29638, -86.34329000000001; 32.351310000000005, -86.33237000000001
4328 Brewer Road,  Montgomery AL, 36108;650 Malvern Street,  Montgomery AL, 36108;32.314220000000006, -86.38831; 32.31085, -86.38826; 32.30836, -86.38820000000001; 32.30774, -86.38814; 32.30781, -86.38754; 32.30821, -86.38404000000001; 32.30828, -86.38349000000001; 32.30922, -86.37555; 32.309760000000004, -86.37098; 32.31063, -86.36359; 32.310680000000005, -86.36317000000001; 32.310970000000005, -86.36042; 32.31105, -86.35949000000001; 32.311280000000004, -86.35641000000001; 32.311400000000006, -86.35428; 32.31147, -86.35340000000001; 32.3115, -86.35283000000001; 32.31165, -86.35086000000001; 32.311800000000005, -86.34982000000001; 32.312650000000005, -86.34601; 32.312760000000004, -86.34540000000001; 32.312850000000005, -86.34462; 32.312870000000004, -86.34328000000001; 32.31284, -86.34291; 32.31269, -86.34179; 32.31251, -86.34103; 32.312180000000005, -86.34008; 32.311980000000005, -86.33964; 32.31154, -86.33902; 32.31121, -86.33874; 32.310280000000006, -86.33801000000001; 32.310140000000004, -86.33783000000001; 32.309870000000004, -86.33712000000001; 32.309850000000004, -86.33695; 32.309940000000005, -86.33631000000001; 32.310050000000004, -86.33605; 32.31033, -86.33566; 32.310610000000004, -86.33544; 32.31107, -86.3353; 32.3113, -86.33529; 32.31167, -86.33539; 32.311820000000004, -86.33547; 32.312020000000004, -86.33560000000001; 32.31299, -86.33626000000001; 32.313190000000006, -86.33636000000001; 32.31382, -86.33655; 32.31429, -86.33659; 32.31452, -86.33666000000001; 32.315020000000004, -86.33662000000001; 32.3155, -86.33658000000001; 32.31599, -86.33654000000001; 32.320190000000004, -86.33623; 32.32105, -86.33614; 32.32309, -86.33579; 32.32394, -86.33561; 32.32464, -86.33543; 32.32546, -86.33522; 32.32757, -86.33459; 32.328970000000005, -86.33412000000001; 32.33166, -86.33304000000001; 32.33305, -86.3324; 32.334070000000004, -86.33189; 32.33598, -86.33085000000001; 32.337140000000005, -86.33016; 32.339780000000005, -86.32838000000001; 32.34095, -86.32752; 32.34722, -86.32275000000001; 32.347970000000004, -86.32219; 32.34825, -86.32190000000001; 32.34827, -86.32188000000001; 32.34913, -86.32134; 32.349610000000006, -86.32109000000001; 32.350640000000006, -86.32067; 32.35089, -86.32058; 32.351350000000004, -86.32043; 32.351420000000005, -86.32035; 32.351600000000005, -86.31881000000001; 32.351600000000005, -86.31838; 32.35275, -86.31840000000001; 32.314220000000006, -86.38831
1120 Mitchell Young Road,  Montgomery AL, 36108;4316 Sunnybrook Drive,  Montgomery AL, 36108;32.32784, -86.43981000000001; 32.32784, -86.43981000000001; 32.32779, -86.43864; 32.32775, -86.43822; 32.327470000000005, -86.43839000000001; 32.32656, -86.43894; 32.32499, -86.43988; 32.32339, -86.44085000000001; 32.32226, -86.44152000000001; 32.320710000000005, -86.44246000000001; 32.32023, -86.44273000000001; 32.31983, -86.44293; 32.3196, -86.44302; 32.31926, -86.44312000000001; 32.318630000000006, -86.44322000000001; 32.31678, -86.44324; 32.31335, -86.44324; 32.30594, -86.44325; 32.30093, -86.44325; 32.300380000000004, -86.44324; 32.30049, -86.44263000000001; 32.301320000000004, -86.43852000000001; 32.301500000000004, -86.43736000000001; 32.30163, -86.43608; 32.30167, -86.43492; 32.30167, -86.43423000000001; 32.30165, -86.43359000000001; 32.30156, -86.43242000000001; 32.30135, -86.4299; 32.30133, -86.42912000000001; 32.30135, -86.42833; 32.3014, -86.42756000000001; 32.30147, -86.42695; 32.301640000000006, -86.42588; 32.301750000000006, -86.42536000000001; 32.302080000000004, -86.42414000000001; 32.30261, -86.42226000000001; 32.30315, -86.42036; 32.303720000000006, -86.41833000000001; 32.30387, -86.41771000000001; 32.30406, -86.41678; 32.30406, -86.41678; 32.30427, -86.41538000000001; 32.30443, -86.41426000000001; 32.30503, -86.40991000000001; 32.30541, -86.40732000000001; 32.305710000000005, -86.40506; 32.30585, -86.40410000000001; 32.30614, -86.40167000000001; 32.30641, -86.39934000000001; 32.30679, -86.39620000000001; 32.30762, -86.3892; 32.30823, -86.38387; 32.308330000000005, -86.38301000000001; 32.30854, -86.38133; 32.30861, -86.3806; 32.308960000000006, -86.37769; 32.309340000000006, -86.37441000000001; 32.30986, -86.37007000000001; 32.31, -86.36888; 32.31062, -86.36896; 32.31237, -86.36926000000001; 32.31239, -86.36924; 32.31241, -86.36923; 32.31246, -86.36924; 32.312490000000004, -86.36927; 32.31251, -86.36933; 32.312490000000004, -86.36939000000001; 32.312450000000005, -86.36942; 32.312340000000006, -86.37024000000001; 32.312180000000005, -86.37151; 32.31282, -86.37161; 32.31308, -86.37163000000001; 32.31542, -86.37171000000001; 32.31573, -86.37166; 32.31608, -86.37150000000001; 32.31624, -86.37138; 32.31638, -86.37123000000001; 32.316610000000004, -86.37088000000001; 32.32784, -86.43981000000001
1332 Maple Street,  Montgomery AL, 36108;915 Heath Drive,  Montgomery AL, 36108;32.35898, -86.32755; 32.35898, -86.32755; 32.35898, -86.32755; 32.35898, -86.32755; 32.35898, -86.32755; 32.35871, -86.32755; 32.35871, -86.32755; 32.35871, -86.32755; 32.35871, -86.32755; 32.35871, -86.32755; 32.358700000000006, -86.32797000000001; 32.358700000000006, -86.32797000000001; 32.358700000000006, -86.32797000000001; 32.358700000000006, -86.32797000000001; 32.358700000000006, -86.32797000000001; 32.358700000000006, -86.32836; 32.358700000000006, -86.32836; 32.358700000000006, -86.32836; 32.358700000000006, -86.32836; 32.35866, -86.3298; 32.35866, -86.3298; 32.35866, -86.3298; 32.35866, -86.3298; 32.35866, -86.3298; 32.358630000000005, -86.33107000000001; 32.358630000000005, -86.33107000000001; 32.358630000000005, -86.33107000000001; 32.358630000000005, -86.33107000000001; 32.358630000000005, -86.33107000000001; 32.35864, -86.33123; 32.35864, -86.33123; 32.35864, -86.33123; 32.35864, -86.33123; 32.35878, -86.3314; 32.35878, -86.3314; 32.35878, -86.3314; 32.35878, -86.3314; 32.35878, -86.3314; 32.35888, -86.33144; 32.35888, -86.33144; 32.35888, -86.33144; 32.35888, -86.33144; 32.35888, -86.33144; 32.35942, -86.33148000000001; 32.35942, -86.33148000000001; 32.35942, -86.33148000000001; 32.35942, -86.33148000000001; 32.35942, -86.33148000000001; 32.35971, -86.33154; 32.35971, -86.33154; 32.35971, -86.33154; 32.35971, -86.33154; 32.36141, -86.33162; 32.36141, -86.33162; 32.36141, -86.33162; 32.36141, -86.33162; 32.36141, -86.33162; 32.36211, -86.33165000000001; 32.36211, -86.33165000000001; 32.36211, -86.33165000000001; 32.36211, -86.33165000000001; 32.36211, -86.33165000000001; 32.362210000000005, -86.33165000000001; 32.362210000000005, -86.33165000000001; 32.362210000000005, -86.33165000000001; 32.362210000000005, -86.33165000000001; 32.36218, -86.33265; 32.36218, -86.33265; 32.36218, -86.33265; 32.36218, -86.33265; 32.36218, -86.33265; 32.36215, -86.33365; 32.36215, -86.33365; 32.36215, -86.33365; 32.36215, -86.33365; 32.36215, -86.33365; 32.36374, -86.33368; 32.36374, -86.33368; 32.36374, -86.33368; 32.35898, -86.32755
2572 Drake Street,  Montgomery AL, 36108;646 Clinton Street,  Montgomery AL, 36108;32.341910000000006, -86.33643000000001; 32.341910000000006, -86.33643000000001; 32.3419, -86.33811; 32.341910000000006, -86.33839; 32.341910000000006, -86.33839; 32.34197, -86.33846000000001; 32.342180000000006, -86.33848; 32.342180000000006, -86.33848; 32.3429, -86.33844; 32.34288, -86.33936000000001; 32.34288, -86.33936000000001; 32.342870000000005, -86.33992; 32.34308, -86.3399; 32.34308, -86.3399; 32.343590000000006, -86.33989000000001; 32.34427, -86.33981000000001; 32.34498, -86.33967000000001; 32.34498, -86.33967000000001; 32.34552, -86.3395; 32.34615, -86.33929; 32.34615, -86.33929; 32.34714, -86.33896; 32.34848, -86.33854000000001; 32.34848, -86.33854000000001; 32.349790000000006, -86.33812; 32.35002, -86.33801000000001; 32.35002, -86.33801000000001; 32.350300000000004, -86.33782000000001; 32.35054, -86.33763; 32.35054, -86.33763; 32.35083, -86.33721000000001; 32.35096, -86.33699; 32.35107, -86.33704; 32.35107, -86.33704; 32.351200000000006, -86.33706000000001; 32.35132, -86.33706000000001; 32.35132, -86.33706000000001; 32.35143, -86.33707000000001; 32.35152, -86.33703000000001; 32.35152, -86.33703000000001; 32.3519, -86.33681000000001; 32.35226, -86.3366; 32.35226, -86.3366; 32.35242, -86.33652000000001; 32.35289, -86.33624; 32.35289, -86.33624; 32.354060000000004, -86.33558000000001; 32.3556, -86.33472; 32.35642, -86.33424000000001; 32.35642, -86.33424000000001; 32.35667, -86.33403000000001; 32.357260000000004, -86.33356; 32.357260000000004, -86.33356; 32.35743, -86.33337; 32.3577, -86.33299000000001; 32.3577, -86.33299000000001; 32.358090000000004, -86.33234; 32.35842, -86.33184000000001; 32.35842, -86.33184000000001; 32.358610000000006, -86.3315; 32.358720000000005, -86.33135; 32.358720000000005, -86.33135; 32.35864, -86.33123; 32.358630000000005, -86.33115000000001; 32.358650000000004, -86.33022000000001; 32.358650000000004, -86.33022000000001; 32.35868, -86.32929; 32.358700000000006, -86.32805; 32.358700000000006, -86.32805; 32.358790000000006, -86.32479000000001; 32.35887, -86.32177; 32.35887, -86.32177; 32.35887, -86.32151; 32.358900000000006, -86.32048; 32.358900000000006, -86.32048; 32.360240000000005, -86.32052; 32.36025, -86.3203; 32.36025, -86.3203; 32.36027, -86.31865; 32.341910000000006, -86.33643000000001
2195 Cantelou Road,  Montgomery AL, 36108;3414 Vance Lane,  Montgomery AL, 36109;32.309670000000004, -86.46364000000001; 32.29979, -86.46945000000001; 32.298390000000005, -86.46954000000001; 32.291070000000005, -86.46912; 32.290940000000006, -86.46853; 32.29162, -86.46587000000001; 32.292030000000004, -86.46323000000001; 32.29269, -86.45645; 32.29291, -86.45558000000001; 32.29345, -86.45448; 32.299060000000004, -86.44656; 32.29984, -86.44501000000001; 32.300450000000005, -86.44281000000001; 32.301480000000005, -86.43749000000001; 32.30167, -86.43435000000001; 32.30133, -86.42926000000001; 32.30156, -86.42630000000001; 32.30223, -86.42360000000001; 32.303670000000004, -86.41853; 32.30527, -86.40828; 32.30608, -86.40221000000001; 32.3076, -86.38936000000001; 32.30857, -86.38097; 32.31022, -86.367; 32.310970000000005, -86.36042; 32.311280000000004, -86.35641000000001; 32.31147, -86.35340000000001; 32.31165, -86.35086000000001; 32.312650000000005, -86.34601; 32.312870000000004, -86.34328000000001; 32.31269, -86.34179; 32.312180000000005, -86.34008; 32.31154, -86.33902; 32.310140000000004, -86.33783000000001; 32.309850000000004, -86.33695; 32.310050000000004, -86.33605; 32.310610000000004, -86.33544; 32.3113, -86.33529; 32.312020000000004, -86.33560000000001; 32.313190000000006, -86.33636000000001; 32.31429, -86.33659; 32.315020000000004, -86.33662000000001; 32.31599, -86.33654000000001; 32.32105, -86.33614; 32.32394, -86.33561; 32.32546, -86.33522; 32.328970000000005, -86.33412000000001; 32.33305, -86.3324; 32.337140000000005, -86.33016; 32.34095, -86.32752; 32.347970000000004, -86.32219; 32.349250000000005, -86.32144000000001; 32.3511, -86.32099000000001; 32.35558, -86.32133; 32.36197, -86.32165; 32.36352, -86.32162000000001; 32.364450000000005, -86.32145000000001; 32.36636, -86.3203; 32.36684, -86.3198; 32.36721, -86.31895; 32.36751, -86.31709000000001; 32.36782, -86.3018; 32.36788, -86.2947; 32.367560000000005, -86.29328000000001; 32.36578, -86.28954; 32.365390000000005, -86.28799000000001; 32.36551, -86.281; 32.3658, -86.27464; 32.36571, -86.27361; 32.365520000000004, -86.27124; 32.366550000000004, -86.27120000000001; 32.367290000000004, -86.27072000000001; 32.367470000000004, -86.26989; 32.36733, -86.26833; 32.36708, -86.26719000000001; 32.36692, -86.26493; 32.36701, -86.25748; 32.366550000000004, -86.25707000000001; 32.36518, -86.25702000000001; 32.309670000000004, -86.46364000000001
5470 Atlanta Highway,  Montgomery AL, 36109;74 Ranch Drive,  Montgomery AL, 36109;32.38027, -86.21216000000001; 32.38027, -86.21216000000001; 32.38027, -86.21216000000001; 32.38027, -86.21216000000001; 32.38045, -86.21216000000001; 32.38045, -86.21216000000001; 32.38045, -86.21216000000001; 32.38045, -86.21233000000001; 32.38045, -86.21233000000001; 32.38045, -86.21233000000001; 32.38045, -86.21233000000001; 32.38102, -86.21235; 32.38102, -86.21235; 32.38102, -86.21235; 32.38102, -86.21249; 32.38102, -86.21249; 32.38102, -86.21249; 32.38102, -86.21249; 32.38101, -86.21264000000001; 32.38101, -86.21264000000001; 32.38101, -86.21264000000001; 32.381550000000004, -86.21265000000001; 32.381550000000004, -86.21265000000001; 32.381550000000004, -86.21265000000001; 32.381550000000004, -86.21265000000001; 32.38154, -86.21296000000001; 32.38154, -86.21296000000001; 32.38154, -86.21296000000001; 32.38195, -86.21298; 32.38195, -86.21298; 32.38195, -86.21298; 32.38195, -86.21298; 32.38195, -86.21343; 32.38195, -86.21343; 32.38195, -86.21343; 32.38192, -86.21506000000001; 32.38192, -86.21506000000001; 32.38192, -86.21506000000001; 32.38192, -86.21506000000001; 32.381910000000005, -86.21593; 32.381910000000005, -86.21593; 32.381910000000005, -86.21593; 32.38188, -86.21684; 32.38188, -86.21684; 32.38188, -86.21684; 32.38188, -86.21684; 32.38181, -86.22255000000001; 32.38181, -86.22255000000001; 32.38181, -86.22255000000001; 32.38181, -86.22714; 32.38181, -86.22714; 32.38181, -86.22714; 32.38181, -86.22714; 32.38179, -86.23255; 32.38179, -86.23255; 32.38179, -86.23255; 32.38178, -86.23368; 32.38178, -86.23368; 32.38178, -86.23368; 32.38178, -86.23368; 32.382020000000004, -86.23368; 32.382020000000004, -86.23368; 32.382020000000004, -86.23368; 32.382690000000004, -86.23369000000001; 32.382690000000004, -86.23369000000001; 32.382690000000004, -86.23369000000001; 32.382690000000004, -86.23369000000001; 32.383230000000005, -86.23371; 32.383230000000005, -86.23371; 32.383230000000005, -86.23371; 32.38355, -86.23371; 32.38355, -86.23371; 32.38355, -86.23371; 32.38355, -86.23371; 32.38354, -86.23483; 32.38354, -86.23483; 32.38354, -86.23483; 32.38354, -86.2351; 32.38354, -86.2351; 32.38027, -86.21216000000001
3551 North Georgetown Drive,  Montgomery AL, 36109;463 Pecan Tree Drive,  Montgomery AL, 36109;32.395430000000005, -86.25301; 32.395430000000005, -86.25301; 32.39555, -86.25280000000001; 32.395590000000006, -86.2526; 32.395590000000006, -86.2526; 32.39562, -86.24986000000001; 32.3956, -86.24967000000001; 32.3956, -86.24967000000001; 32.395500000000006, -86.24949000000001; 32.395450000000004, -86.24942; 32.395450000000004, -86.24942; 32.39551, -86.24934; 32.3956, -86.24921; 32.3956, -86.24921; 32.395630000000004, -86.24911; 32.395630000000004, -86.24843000000001; 32.39557, -86.24801000000001; 32.39557, -86.24801000000001; 32.39557, -86.24758000000001; 32.395590000000006, -86.24547000000001; 32.395590000000006, -86.24547000000001; 32.39564, -86.23965000000001; 32.39562, -86.23918; 32.39562, -86.23918; 32.395590000000006, -86.23898000000001; 32.39403, -86.23572; 32.39403, -86.23572; 32.39314, -86.2363; 32.39253, -86.23500000000001; 32.39253, -86.23500000000001; 32.39148, -86.23284000000001; 32.391270000000006, -86.23234000000001; 32.390840000000004, -86.23078000000001; 32.390840000000004, -86.23078000000001; 32.38998, -86.22744; 32.38998, -86.22718; 32.38998, -86.22718; 32.390040000000006, -86.22598; 32.39007, -86.22586000000001; 32.39007, -86.22586000000001; 32.39016, -86.22569; 32.39181, -86.22344000000001; 32.39181, -86.22344000000001; 32.391940000000005, -86.22328; 32.39204, -86.22321000000001; 32.39204, -86.22321000000001; 32.39218, -86.22317000000001; 32.393010000000004, -86.22313000000001; 32.39361, -86.2231; 32.39361, -86.2231; 32.394220000000004, -86.22307; 32.39421, -86.22295000000001; 32.39421, -86.22295000000001; 32.39419, -86.22246000000001; 32.39421, -86.22234; 32.39421, -86.22234; 32.394310000000004, -86.22212; 32.39437, -86.22194; 32.39437, -86.22194; 32.394400000000005, -86.22173000000001; 32.39463, -86.21936000000001; 32.39463, -86.21936000000001; 32.39466, -86.21924000000001; 32.394690000000004, -86.21918000000001; 32.39481, -86.21908; 32.39481, -86.21908; 32.394920000000006, -86.21906000000001; 32.395120000000006, -86.21911; 32.395120000000006, -86.21911; 32.396750000000004, -86.21963000000001; 32.396950000000004, -86.21874000000001; 32.396950000000004, -86.21874000000001; 32.397240000000004, -86.21757000000001; 32.397310000000004, -86.21708000000001; 32.397310000000004, -86.21708000000001; 32.397490000000005, -86.21600000000001; 32.39739, -86.21598; 32.39739, -86.21598; 32.3965, -86.21581; 32.395430000000005, -86.25301
105 West Wareingwood Drive,  Montgomery AL, 36109;463 East Rutgers Loop,  Montgomery AL, 36109;32.386480000000006, -86.25567000000001; 32.386480000000006, -86.25567000000001; 32.385380000000005, -86.25567000000001; 32.385380000000005, -86.25567000000001; 32.38521, -86.25483000000001; 32.38521, -86.25483000000001; 32.38492, -86.25368; 32.38492, -86.25368; 32.3844, -86.25162; 32.3844, -86.25162; 32.38394, -86.24978; 32.38394, -86.24978; 32.38342, -86.24767000000001; 32.38342, -86.24767000000001; 32.383160000000004, -86.24659000000001; 32.383160000000004, -86.24659000000001; 32.382960000000004, -86.24583000000001; 32.382960000000004, -86.24583000000001; 32.382670000000005, -86.24462000000001; 32.382670000000005, -86.24462000000001; 32.38243, -86.24375; 32.38243, -86.24375; 32.3821, -86.24238000000001; 32.3821, -86.24238000000001; 32.381800000000005, -86.24115; 32.381800000000005, -86.24115; 32.38172, -86.24077000000001; 32.38172, -86.24077000000001; 32.38167, -86.24034; 32.38167, -86.24034; 32.38163, -86.23998; 32.38163, -86.23998; 32.38159, -86.2395; 32.38159, -86.2395; 32.38157, -86.23819; 32.38157, -86.23819; 32.381600000000006, -86.23634000000001; 32.381600000000006, -86.23634000000001; 32.38163, -86.2343; 32.38163, -86.2343; 32.381640000000004, -86.23255; 32.381660000000004, -86.22834; 32.381660000000004, -86.22834; 32.381660000000004, -86.22643000000001; 32.381660000000004, -86.22643000000001; 32.381660000000004, -86.22573000000001; 32.381660000000004, -86.22573000000001; 32.381660000000004, -86.22497000000001; 32.381660000000004, -86.22497000000001; 32.38181, -86.22497000000001; 32.38181, -86.22497000000001; 32.38253, -86.22497000000001; 32.38253, -86.22497000000001; 32.38261, -86.22495; 32.38261, -86.22495; 32.382690000000004, -86.22492000000001; 32.382690000000004, -86.22492000000001; 32.382740000000005, -86.22486; 32.382740000000005, -86.22486; 32.382780000000004, -86.22478000000001; 32.382780000000004, -86.22478000000001; 32.38286, -86.22444; 32.38286, -86.22444; 32.38309, -86.22334000000001; 32.38309, -86.22334000000001; 32.38328, -86.22254000000001; 32.38328, -86.22254000000001; 32.383340000000004, -86.22243; 32.383340000000004, -86.22243; 32.383430000000004, -86.22237000000001; 32.383430000000004, -86.22237000000001; 32.38355, -86.22235; 32.38355, -86.22235; 32.38494, -86.22235; 32.38494, -86.22235; 32.38593, -86.22235; 32.38593, -86.22235; 32.38593, -86.22342; 32.38593, -86.22342; 32.386480000000006, -86.25567000000001
707 Pinkston Street,  Montgomery AL, 36109;4513 Beth Manor Drive,  Montgomery AL, 36109;32.394960000000005, -86.22366000000001; 32.394960000000005, -86.22304000000001; 32.39361, -86.2231; 32.39218, -86.22317000000001; 32.39204, -86.22321000000001; 32.391940000000005, -86.22328; 32.39181, -86.22344000000001; 32.39045, -86.22529; 32.39016, -86.22569; 32.390100000000004, -86.22578; 32.39005, -86.22574; 32.389990000000004, -86.2257; 32.389920000000004, -86.22568000000001; 32.389390000000006, -86.22561; 32.389070000000004, -86.22557; 32.389070000000004, -86.22579; 32.38906, -86.22605; 32.3889, -86.22769000000001; 32.38877, -86.22924; 32.38861, -86.22994000000001; 32.38799, -86.23189; 32.38738, -86.23379000000001; 32.38722, -86.23442; 32.38718, -86.23471; 32.38718, -86.23506; 32.38718, -86.23601000000001; 32.38714, -86.23877; 32.38709, -86.24419; 32.387080000000005, -86.24507000000001; 32.38707, -86.24565000000001; 32.386990000000004, -86.24566; 32.386630000000004, -86.24567; 32.385740000000006, -86.24572; 32.38422, -86.2458; 32.38374, -86.24582000000001; 32.38354, -86.24584; 32.383430000000004, -86.24596000000001; 32.38335, -86.24604000000001; 32.38328, -86.24610000000001; 32.383210000000005, -86.24615; 32.383070000000004, -86.24622000000001; 32.381890000000006, -86.24644; 32.380720000000004, -86.24663000000001; 32.38035, -86.2467; 32.3802, -86.24672000000001; 32.379920000000006, -86.24668000000001; 32.37926, -86.24646000000001; 32.3787, -86.24636000000001; 32.37774, -86.24636000000001; 32.37599, -86.24638; 32.374230000000004, -86.24641000000001; 32.373720000000006, -86.24641000000001; 32.3735, -86.24639; 32.373270000000005, -86.24633; 32.373000000000005, -86.24619000000001; 32.37279, -86.24604000000001; 32.372440000000005, -86.24574000000001; 32.37205, -86.24536; 32.37187, -86.24514; 32.3714, -86.24457000000001; 32.371230000000004, -86.24439000000001; 32.370900000000006, -86.24416000000001; 32.370810000000006, -86.24414; 32.37073, -86.24412000000001; 32.37028, -86.24413000000001; 32.36896, -86.24413000000001; 32.368300000000005, -86.24413000000001; 32.36744, -86.24416000000001; 32.36639, -86.24416000000001; 32.36533, -86.24417000000001; 32.36531, -86.24256000000001; 32.365280000000006, -86.24239; 32.365230000000004, -86.24218; 32.36522, -86.24209; 32.365230000000004, -86.24076000000001; 32.365140000000004, -86.24056; 32.365010000000005, -86.24045000000001; 32.36491, -86.24041000000001; 32.36484, -86.24040000000001; 32.394960000000005, -86.22366000000001
